gelF_I_3mm18	gelF_I_3mm18	gelF_I_3mm18	
0.323973	1.099	390.165	
0.519619	1.099	390.17	
0.431263	1.099	390.175	
0.25455	1.099	390.18	
0.37867	1.099	390.185	
0.595353	1.099	390.19	
0.525931	1.099	390.195	
0.321869	1.099	390.2	
0.370255	1.098	390.205	
0.528034	1.098	390.21	
0.363944	1.098	390.215	
0.147261	1.098	390.22	
0.27138	1.098	390.225	
0.515412	1.098	390.23	
0.437574	1.098	390.235	
0.277691	1.098	390.24	
0.408122	1.098	390.245	
0.59325	1.098	390.25	
0.46913	1.098	390.255	
0.233513	1.098	390.26	
0.300832	1.098	390.265	
0.530138	1.098	390.27	
0.464923	1.098	390.275	
0.290314	1.098	390.28	
0.3955	1.098	390.285	
0.599561	1.098	390.29	
0.496478	1.098	390.295	
0.248239	1.098	390.3	
0.292417	1.097	390.305	
0.460715	1.097	390.31	
0.363944	1.097	390.315	
0.21458	1.097	390.32	
0.36184	1.097	390.325	
0.612183	1.097	390.33	
0.515412	1.097	390.335	
0.313455	1.097	390.34	
0.3955	1.097	390.345	
0.55959	1.097	390.35	
0.454404	1.097	390.355	
0.267173	1.097	390.36	
0.355529	1.097	390.365	
0.570109	1.097	390.37	
0.48596	1.097	390.375	
0.323973	1.097	390.38	
0.384981	1.097	390.385	
0.549071	1.097	390.39	
0.433367	1.097	390.395	
0.229306	1.097	390.4	
0.300832	1.096	390.405	
0.490167	1.096	390.41	
0.401811	1.096	390.415	
0.260862	1.096	390.42	
0.3955	1.096	390.425	
0.607976	1.096	390.43	
0.500686	1.096	390.435	
0.277691	1.096	390.44	
0.330284	1.096	390.445	
0.525931	1.096	390.45	
0.456508	1.096	390.455	
0.269276	1.096	390.46	
0.36184	1.096	390.465	
0.544864	1.096	390.47	
0.492271	1.096	390.475	
0.286106	1.096	390.48	
0.326077	1.096	390.485	
0.498582	1.096	390.49	
0.431263	1.096	390.495	
0.250343	1.096	390.5	
0.332388	1.095	390.505	
0.513308	1.095	390.51	
0.414433	1.095	390.515	
0.235617	1.095	390.52	
0.323973	1.095	390.525	
0.525931	1.095	390.53	
0.439678	1.095	390.535	
0.248239	1.095	390.54	
0.332388	1.095	390.545	
0.528034	1.095	390.55	
0.439678	1.095	390.555	
0.275588	1.095	390.56	
0.370255	1.095	390.565	
0.586938	1.095	390.57	
0.525931	1.095	390.575	
0.315558	1.095	390.58	
0.363944	1.095	390.585	
0.511204	1.095	390.59	
0.424952	1.095	390.595	
0.235617	1.095	390.6	
0.298729	1.094	390.605	
0.521723	1.094	390.61	
0.445989	1.094	390.615	
0.277691	1.094	390.62	
0.342907	1.094	390.625	
0.54276	1.094	390.63	
0.443885	1.094	390.635	
0.229306	1.094	390.64	
0.317662	1.094	390.645	
0.536449	1.094	390.65	
0.517516	1.094	390.655	
0.368151	1.094	390.66	
0.462819	1.094	390.665	
0.603768	1.094	390.67	
0.494375	1.094	390.675	
0.239824	1.094	390.68	
0.237721	1.094	390.685	
0.389189	1.094	390.69	
0.353425	1.094	390.695	
0.250343	1.094	390.7	
0.370255	1.093	390.705	
0.57642	1.093	390.71	
0.488064	1.093	390.715	
0.30504	1.093	390.72	
0.384981	1.093	390.725	
0.536449	1.093	390.73	
0.403915	1.093	390.735	
0.237721	1.093	390.74	
0.349218	1.093	390.745	
0.568005	1.093	390.75	
0.506997	1.093	390.755	
0.311351	1.093	390.76	
0.389189	1.093	390.765	
0.540657	1.093	390.77	
0.401811	1.093	390.775	
0.208268	1.093	390.78	
0.281899	1.093	390.785	
0.473337	1.093	390.79	
0.437574	1.093	390.795	
0.300832	1.093	390.8	
0.372359	1.092	390.805	
0.513308	1.092	390.81	
0.374463	1.092	390.815	
0.18092	1.092	390.82	
0.326077	1.092	390.825	
0.54276	1.092	390.83	
0.471234	1.092	390.835	
0.313455	1.092	390.84	
0.414433	1.092	390.845	
0.55959	1.092	390.85	
0.427056	1.092	390.855	
0.220891	1.092	390.86	
0.300832	1.092	390.865	
0.483856	1.092	390.87	
0.410226	1.092	390.875	
0.28821	1.092	390.88	
0.387085	1.092	390.885	
0.57642	1.092	390.89	
0.500686	1.092	390.895	
0.300832	1.092	390.9	
0.374463	1.091	390.905	
0.481752	1.091	390.91	
0.336596	1.091	390.915	
0.161987	1.091	390.92	
0.323973	1.091	390.925	
0.546968	1.091	390.93	
0.477545	1.091	390.935	
0.315558	1.091	390.94	
0.433367	1.091	390.945	
0.589042	1.091	390.95	
0.43547	1.091	390.955	
0.201957	1.091	390.96	
0.284002	1.091	390.965	
0.456508	1.091	390.97	
0.403915	1.091	390.975	
0.275588	1.091	390.98	
0.401811	1.091	390.985	
0.614287	1.091	390.99	
0.504893	1.091	390.995	
0.269276	1.091	391	
0.307143	1.09	391.005	
0.41233	1.09	391.01	
0.292417	1.09	391.015	
0.149364	1.09	391.02	
0.342907	1.09	391.025	
0.589042	1.09	391.03	
0.498582	1.09	391.035	
0.330284	1.09	391.04	
0.410226	1.09	391.045	
0.540657	1.09	391.05	
0.410226	1.09	391.055	
0.21458	1.09	391.06	
0.300832	1.09	391.065	
0.513308	1.09	391.07	
0.433367	1.09	391.075	
0.279795	1.09	391.08	
0.374463	1.09	391.085	
0.536449	1.09	391.09	
0.439678	1.09	391.095	
0.237721	1.09	391.1	
0.30504	1.089	391.105	
0.46913	1.089	391.11	
0.382877	1.089	391.115	
0.246135	1.089	391.12	
0.3955	1.089	391.125	
0.589042	1.089	391.13	
0.477545	1.089	391.135	
0.273484	1.089	391.14	
0.336596	1.089	391.145	
0.494375	1.089	391.15	
0.406018	1.089	391.155	
0.260862	1.089	391.16	
0.357633	1.089	391.165	
0.549071	1.089	391.17	
0.46913	1.089	391.175	
0.294521	1.089	391.18	
0.349218	1.089	391.185	
0.525931	1.089	391.19	
0.441782	1.089	391.195	
0.277691	1.089	391.2	
0.374463	1.088	391.205	
0.540657	1.088	391.21	
0.429159	1.088	391.215	
0.252447	1.088	391.22	
0.355529	1.088	391.225	
0.536449	1.088	391.23	
0.418641	1.088	391.235	
0.265069	1.088	391.24	
0.368151	1.088	391.245	
0.551175	1.088	391.25	
0.460715	1.088	391.255	
0.284002	1.088	391.26	
0.36184	1.088	391.265	
0.521723	1.088	391.27	
0.406018	1.088	391.275	
0.218787	1.088	391.28	
0.313455	1.088	391.285	
0.509101	1.088	391.29	
0.439678	1.088	391.295	
0.290314	1.088	391.3	
0.3955	1.087	391.305	
0.563798	1.087	391.31	
0.420744	1.087	391.315	
0.201957	1.087	391.32	
0.292417	1.087	391.325	
0.479649	1.087	391.33	
0.380774	1.087	391.335	
0.239824	1.087	391.34	
0.374463	1.087	391.345	
0.601665	1.087	391.35	
0.511204	1.087	391.355	
0.30504	1.087	391.36	
0.370255	1.087	391.365	
0.521723	1.087	391.37	
0.384981	1.087	391.375	
0.178816	1.087	391.38	
0.277691	1.087	391.385	
0.500686	1.087	391.39	
0.460715	1.087	391.395	
0.328181	1.087	391.4	
0.418641	1.086	391.405	
0.578524	1.086	391.41	
0.410226	1.086	391.415	
0.204061	1.086	391.42	
0.309247	1.086	391.425	
0.500686	1.086	391.43	
0.391292	1.086	391.435	
0.227202	1.086	391.44	
0.397603	1.086	391.445	
0.629013	1.086	391.45	
0.492271	1.086	391.455	
0.275588	1.086	391.46	
0.34501	1.086	391.465	
0.530138	1.086	391.47	
0.422848	1.086	391.475	
0.212476	1.086	391.48	
0.334492	1.086	391.485	
0.563798	1.086	391.49	
0.500686	1.086	391.495	
0.296625	1.086	391.5	
0.37867	1.085	391.505	
0.538553	1.085	391.51	
0.389189	1.085	391.515	
0.170401	1.085	391.52	
0.319766	1.085	391.525	
0.553279	1.085	391.53	
0.462819	1.085	391.535	
0.269276	1.085	391.54	
0.37867	1.085	391.545	
0.557486	1.085	391.55	
0.441782	1.085	391.555	
0.208268	1.085	391.56	
0.302936	1.085	391.565	
0.519619	1.085	391.57	
0.454404	1.085	391.575	
0.273484	1.085	391.58	
0.391292	1.085	391.585	
0.603768	1.085	391.59	
0.528034	1.085	391.595	
0.309247	1.085	391.6	
0.347114	1.084	391.605	
0.488064	1.084	391.61	
0.363944	1.084	391.615	
0.159883	1.084	391.62	
0.309247	1.084	391.625	
0.54276	1.084	391.63	
0.471234	1.084	391.635	
0.28821	1.084	391.64	
0.382877	1.084	391.645	
0.565901	1.084	391.65	
0.46913	1.084	391.655	
0.252447	1.084	391.66	
0.330284	1.084	391.665	
0.540657	1.084	391.67	
0.481752	1.084	391.675	
0.300832	1.084	391.68	
0.384981	1.084	391.685	
0.570109	1.084	391.69	
0.458611	1.084	391.695	
0.244032	1.084	391.7	
0.290314	1.083	391.705	
0.460715	1.083	391.71	
0.357633	1.083	391.715	
0.189335	1.083	391.72	
0.321869	1.083	391.725	
0.521723	1.083	391.73	
0.441782	1.083	391.735	
0.237721	1.083	391.74	
0.315558	1.083	391.745	
0.511204	1.083	391.75	
0.441782	1.083	391.755	
0.275588	1.083	391.76	
0.389189	1.083	391.765	
0.59325	1.083	391.77	
0.513308	1.083	391.775	
0.319766	1.083	391.78	
0.349218	1.083	391.785	
0.498582	1.083	391.79	
0.408122	1.083	391.795	
0.225098	1.083	391.8	
0.311351	1.082	391.805	
0.509101	1.082	391.81	
0.445989	1.082	391.815	
0.286106	1.082	391.82	
0.389189	1.082	391.825	
0.563798	1.082	391.83	
0.433367	1.082	391.835	
0.222995	1.082	391.84	
0.30504	1.082	391.845	
0.481752	1.082	391.85	
0.437574	1.082	391.855	
0.284002	1.082	391.86	
0.384981	1.082	391.865	
0.582731	1.082	391.87	
0.504893	1.082	391.875	
0.315558	1.082	391.88	
0.372359	1.082	391.885	
0.528034	1.082	391.89	
0.456508	1.082	391.895	
0.267173	1.082	391.9	
0.317662	1.081	391.905	
0.481752	1.081	391.91	
0.372359	1.081	391.915	
0.231409	1.081	391.92	
0.34501	1.081	391.925	
0.54276	1.081	391.93	
0.431263	1.081	391.935	
0.256654	1.081	391.94	
0.387085	1.081	391.945	
0.572212	1.081	391.95	
0.496478	1.081	391.955	
0.317662	1.081	391.96	
0.399707	1.081	391.965	
0.530138	1.081	391.97	
0.414433	1.081	391.975	
0.231409	1.081	391.98	
0.30504	1.081	391.985	
0.479649	1.081	391.99	
0.43547	1.081	391.995	
0.292417	1.081	392	
0.349218	1.08	392.005	
0.525931	1.08	392.01	
0.384981	1.08	392.015	
0.206165	1.08	392.02	
0.315558	1.08	392.025	
0.494375	1.08	392.03	
0.401811	1.08	392.035	
0.258758	1.08	392.04	
0.384981	1.08	392.045	
0.580627	1.08	392.05	
0.494375	1.08	392.055	
0.309247	1.08	392.06	
0.372359	1.08	392.065	
0.530138	1.08	392.07	
0.439678	1.08	392.075	
0.256654	1.08	392.08	
0.342907	1.08	392.085	
0.521723	1.08	392.09	
0.462819	1.08	392.095	
0.313455	1.08	392.1	
0.370255	1.079	392.105	
0.490167	1.079	392.11	
0.353425	1.079	392.115	
0.18092	1.079	392.12	
0.315558	1.079	392.125	
0.511204	1.079	392.13	
0.418641	1.079	392.135	
0.279795	1.079	392.14	
0.380774	1.079	392.145	
0.538553	1.079	392.15	
0.429159	1.079	392.155	
0.286106	1.079	392.16	
0.399707	1.079	392.165	
0.586938	1.079	392.17	
0.500686	1.079	392.175	
0.332388	1.079	392.18	
0.41233	1.079	392.185	
0.517516	1.079	392.19	
0.397603	1.079	392.195	
0.201957	1.079	392.2	
0.284002	1.078	392.205	
0.433367	1.078	392.21	
0.342907	1.078	392.215	
0.225098	1.078	392.22	
0.406018	1.078	392.225	
0.595353	1.078	392.23	
0.483856	1.078	392.235	
0.302936	1.078	392.24	
0.399707	1.078	392.245	
0.540657	1.078	392.25	
0.439678	1.078	392.255	
0.292417	1.078	392.26	
0.422848	1.078	392.265	
0.568005	1.078	392.27	
0.460715	1.078	392.275	
0.281899	1.078	392.28	
0.372359	1.078	392.285	
0.496478	1.078	392.29	
0.370255	1.078	392.295	
0.222995	1.078	392.3	
0.349218	1.077	392.305	
0.513308	1.077	392.31	
0.3955	1.077	392.315	
0.250343	1.077	392.32	
0.401811	1.077	392.325	
0.57642	1.077	392.33	
0.429159	1.077	392.335	
0.248239	1.077	392.34	
0.363944	1.077	392.345	
0.538553	1.077	392.35	
0.424952	1.077	392.355	
0.292417	1.077	392.36	
0.414433	1.077	392.365	
0.586938	1.077	392.37	
0.458611	1.077	392.375	
0.258758	1.077	392.38	
0.328181	1.077	392.385	
0.467026	1.077	392.39	
0.347114	1.077	392.395	
0.206165	1.077	392.4	
0.355529	1.076	392.405	
0.563798	1.076	392.41	
0.456508	1.076	392.415	
0.284002	1.076	392.42	
0.406018	1.076	392.425	
0.553279	1.076	392.43	
0.387085	1.076	392.435	
0.193542	1.076	392.44	
0.332388	1.076	392.445	
0.536449	1.076	392.45	
0.477545	1.076	392.455	
0.366048	1.076	392.46	
0.504893	1.076	392.465	
0.652154	1.076	392.47	
0.471234	1.076	392.475	
0.235617	1.076	392.48	
0.286106	1.076	392.485	
0.439678	1.076	392.49	
0.353425	1.076	392.495	
0.222995	1.076	392.5	
0.366048	1.075	392.505	
0.55959	1.075	392.51	
0.408122	1.075	392.515	
0.204061	1.075	392.52	
0.328181	1.075	392.525	
0.506997	1.075	392.53	
0.389189	1.075	392.535	
0.25455	1.075	392.54	
0.429159	1.075	392.545	
0.647946	1.075	392.55	
0.525931	1.075	392.555	
0.307143	1.075	392.56	
0.366048	1.075	392.565	
0.496478	1.075	392.57	
0.376566	1.075	392.575	
0.178816	1.075	392.58	
0.292417	1.075	392.585	
0.528034	1.075	392.59	
0.439678	1.075	392.595	
0.277691	1.075	392.6	
0.370255	1.074	392.605	
0.500686	1.074	392.61	
0.336596	1.074	392.615	
0.147261	1.074	392.62	
0.323973	1.074	392.625	
0.546968	1.074	392.63	
0.454404	1.074	392.635	
0.330284	1.074	392.64	
0.492271	1.074	392.645	
0.677399	1.074	392.65	
0.498582	1.074	392.655	
0.248239	1.074	392.66	
0.292417	1.074	392.665	
0.437574	1.074	392.67	
0.338699	1.074	392.675	
0.189335	1.074	392.68	
0.359736	1.074	392.685	
0.580627	1.074	392.69	
0.513308	1.074	392.695	
0.336596	1.074	392.7	
0.3955	1.073	392.705	
0.492271	1.073	392.71	
0.321869	1.073	392.715	
0.122016	1.073	392.72	
0.284002	1.073	392.725	
0.546968	1.073	392.73	
0.467026	1.073	392.735	
0.321869	1.073	392.74	
0.498582	1.073	392.745	
0.685813	1.073	392.75	
0.494375	1.073	392.755	
0.218787	1.073	392.76	
0.290314	1.073	392.765	
0.477545	1.073	392.77	
0.401811	1.073	392.775	
0.246135	1.073	392.78	
0.372359	1.073	392.785	
0.597457	1.073	392.79	
0.490167	1.073	392.795	
0.260862	1.073	392.8	
0.281899	1.072	392.805	
0.420744	1.072	392.81	
0.279795	1.072	392.815	
0.134638	1.072	392.82	
0.36184	1.072	392.825	
0.639532	1.072	392.83	
0.551175	1.072	392.835	
0.359736	1.072	392.84	
0.445989	1.072	392.845	
0.574316	1.072	392.85	
0.389189	1.072	392.855	
0.140949	1.072	392.86	
0.248239	1.072	392.865	
0.483856	1.072	392.87	
0.441782	1.072	392.875	
0.265069	1.072	392.88	
0.382877	1.072	392.885	
0.563798	1.072	392.89	
0.431263	1.072	392.895	
0.222995	1.072	392.9	
0.30504	1.071	392.905	
0.498582	1.071	392.91	
0.382877	1.071	392.915	
0.212476	1.071	392.92	
0.359736	1.071	392.925	
0.614287	1.071	392.93	
0.513308	1.071	392.935	
0.313455	1.071	392.94	
0.397603	1.071	392.945	
0.580627	1.071	392.95	
0.433367	1.071	392.955	
0.187231	1.071	392.96	
0.273484	1.071	392.965	
0.46913	1.071	392.97	
0.410226	1.071	392.975	
0.244032	1.071	392.98	
0.376566	1.071	392.985	
0.603768	1.071	392.99	
0.519619	1.071	392.995	
0.290314	1.071	393	
0.357633	1.07	393.005	
0.525931	1.07	393.01	
0.3955	1.07	393.015	
0.189335	1.07	393.02	
0.311351	1.07	393.025	
0.551175	1.07	393.03	
0.467026	1.07	393.035	
0.273484	1.07	393.04	
0.363944	1.07	393.045	
0.570109	1.07	393.05	
0.450197	1.07	393.055	
0.25455	1.07	393.06	
0.328181	1.07	393.065	
0.536449	1.07	393.07	
0.458611	1.07	393.075	
0.267173	1.07	393.08	
0.319766	1.07	393.085	
0.506997	1.07	393.09	
0.431263	1.07	393.095	
0.269276	1.07	393.1	
0.342907	1.069	393.105	
0.534345	1.069	393.11	
0.439678	1.069	393.115	
0.248239	1.069	393.12	
0.347114	1.069	393.125	
0.540657	1.069	393.13	
0.439678	1.069	393.135	
0.250343	1.069	393.14	
0.340803	1.069	393.145	
0.540657	1.069	393.15	
0.479649	1.069	393.155	
0.281899	1.069	393.16	
0.342907	1.069	393.165	
0.506997	1.069	393.17	
0.441782	1.069	393.175	
0.262965	1.069	393.18	
0.315558	1.069	393.185	
0.506997	1.069	393.19	
0.450197	1.069	393.195	
0.28821	1.069	393.2	
0.336596	1.068	393.205	
0.477545	1.068	393.21	
0.376566	1.068	393.215	
0.218787	1.068	393.22	
0.321869	1.068	393.225	
0.523827	1.068	393.23	
0.443885	1.068	393.235	
0.296625	1.068	393.24	
0.370255	1.068	393.245	
0.521723	1.068	393.25	
0.439678	1.068	393.255	
0.262965	1.068	393.26	
0.326077	1.068	393.265	
0.483856	1.068	393.27	
0.427056	1.068	393.275	
0.28821	1.068	393.28	
0.351322	1.068	393.285	
0.519619	1.068	393.29	
0.460715	1.068	393.295	
0.298729	1.068	393.3	
0.368151	1.067	393.305	
0.48596	1.067	393.31	
0.376566	1.067	393.315	
0.212476	1.067	393.32	
0.330284	1.067	393.325	
0.515412	1.067	393.33	
0.43547	1.067	393.335	
0.311351	1.067	393.34	
0.427056	1.067	393.345	
0.59325	1.067	393.35	
0.500686	1.067	393.355	
0.307143	1.067	393.36	
0.374463	1.067	393.365	
0.490167	1.067	393.37	
0.401811	1.067	393.375	
0.237721	1.067	393.38	
0.347114	1.067	393.385	
0.496478	1.067	393.39	
0.454404	1.067	393.395	
0.28821	1.067	393.4	
0.351322	1.066	393.405	
0.464923	1.066	393.41	
0.357633	1.066	393.415	
0.231409	1.066	393.42	
0.387085	1.066	393.425	
0.589042	1.066	393.43	
0.481752	1.066	393.435	
0.296625	1.066	393.44	
0.368151	1.066	393.445	
0.509101	1.066	393.45	
0.387085	1.066	393.455	
0.218787	1.066	393.46	
0.351322	1.066	393.465	
0.551175	1.066	393.47	
0.479649	1.066	393.475	
0.317662	1.066	393.48	
0.397603	1.066	393.485	
0.515412	1.066	393.49	
0.389189	1.066	393.495	
0.210372	1.066	393.5	
0.294521	1.065	393.505	
0.460715	1.065	393.51	
0.399707	1.065	393.515	
0.284002	1.065	393.52	
0.464923	1.065	393.525	
0.641635	1.065	393.53	
0.479649	1.065	393.535	
0.218787	1.065	393.54	
0.290314	1.065	393.545	
0.443885	1.065	393.55	
0.376566	1.065	393.555	
0.262965	1.065	393.56	
0.408122	1.065	393.565	
0.589042	1.065	393.57	
0.467026	1.065	393.575	
0.256654	1.065	393.58	
0.311351	1.065	393.585	
0.456508	1.065	393.59	
0.372359	1.065	393.595	
0.260862	1.065	393.6	
0.387085	1.064	393.605	
0.55959	1.064	393.61	
0.448093	1.064	393.615	
0.258758	1.064	393.62	
0.355529	1.064	393.625	
0.50279	1.064	393.63	
0.374463	1.064	393.635	
0.199854	1.064	393.64	
0.338699	1.064	393.645	
0.563798	1.064	393.65	
0.504893	1.064	393.655	
0.340803	1.064	393.66	
0.429159	1.064	393.665	
0.544864	1.064	393.67	
0.389189	1.064	393.675	
0.18092	1.064	393.68	
0.281899	1.064	393.685	
0.464923	1.064	393.69	
0.439678	1.064	393.695	
0.351322	1.064	393.7	
0.494375	1.063	393.705	
0.629013	1.063	393.71	
0.443885	1.063	393.715	
0.189335	1.063	393.72	
0.27138	1.063	393.725	
0.414433	1.063	393.73	
0.315558	1.063	393.735	
0.193542	1.063	393.74	
0.397603	1.063	393.745	
0.607976	1.063	393.75	
0.515412	1.063	393.755	
0.317662	1.063	393.76	
0.3955	1.063	393.765	
0.515412	1.063	393.77	
0.382877	1.063	393.775	
0.195646	1.063	393.78	
0.315558	1.063	393.785	
0.528034	1.063	393.79	
0.471234	1.063	393.795	
0.332388	1.063	393.8	
0.431263	1.062	393.805	
0.563798	1.062	393.81	
0.372359	1.062	393.815	
0.172505	1.062	393.82	
0.307143	1.062	393.825	
0.504893	1.062	393.83	
0.424952	1.062	393.835	
0.302936	1.062	393.84	
0.454404	1.062	393.845	
0.616391	1.062	393.85	
0.456508	1.062	393.855	
0.244032	1.062	393.86	
0.307143	1.062	393.865	
0.464923	1.062	393.87	
0.376566	1.062	393.875	
0.258758	1.062	393.88	
0.41233	1.062	393.885	
0.624805	1.062	393.89	
0.536449	1.062	393.895	
0.315558	1.062	393.9	
0.368151	1.061	393.905	
0.462819	1.061	393.91	
0.277691	1.061	393.915	
0.119912	1.061	393.92	
0.292417	1.061	393.925	
0.551175	1.061	393.93	
0.488064	1.061	393.935	
0.340803	1.061	393.94	
0.448093	1.061	393.945	
0.618494	1.061	393.95	
0.4523	1.061	393.955	
0.212476	1.061	393.96	
0.28821	1.061	393.965	
0.473337	1.061	393.97	
0.391292	1.061	393.975	
0.250343	1.061	393.98	
0.374463	1.061	393.985	
0.582731	1.061	393.99	
0.494375	1.061	393.995	
0.292417	1.061	394	
0.351322	1.06	394.005	
0.494375	1.06	394.01	
0.328181	1.06	394.015	
0.159883	1.06	394.02	
0.338699	1.06	394.025	
0.578524	1.06	394.03	
0.477545	1.06	394.035	
0.279795	1.06	394.04	
0.384981	1.06	394.045	
0.553279	1.06	394.05	
0.429159	1.06	394.055	
0.225098	1.06	394.06	
0.357633	1.06	394.065	
0.578524	1.06	394.07	
0.492271	1.06	394.075	
0.296625	1.06	394.08	
0.389189	1.06	394.085	
0.55959	1.06	394.09	
0.441782	1.06	394.095	
0.235617	1.06	394.1	
0.321869	1.059	394.105	
0.530138	1.059	394.11	
0.384981	1.059	394.115	
0.208268	1.059	394.12	
0.357633	1.059	394.125	
0.57642	1.059	394.13	
0.454404	1.059	394.135	
0.246135	1.059	394.14	
0.36184	1.059	394.145	
0.57642	1.059	394.15	
0.458611	1.059	394.155	
0.235617	1.059	394.16	
0.328181	1.059	394.165	
0.532242	1.059	394.17	
0.43547	1.059	394.175	
0.244032	1.059	394.18	
0.340803	1.059	394.185	
0.549071	1.059	394.19	
0.439678	1.059	394.195	
0.231409	1.059	394.2	
0.296625	1.058	394.205	
0.481752	1.058	394.21	
0.372359	1.058	394.215	
0.208268	1.058	394.22	
0.376566	1.058	394.225	
0.605872	1.058	394.23	
0.467026	1.058	394.235	
0.21458	1.058	394.24	
0.296625	1.058	394.245	
0.50279	1.058	394.25	
0.41233	1.058	394.255	
0.229306	1.058	394.26	
0.374463	1.058	394.265	
0.599561	1.058	394.27	
0.477545	1.058	394.275	
0.246135	1.058	394.28	
0.27138	1.058	394.285	
0.445989	1.058	394.29	
0.370255	1.058	394.295	
0.222995	1.058	394.3	
0.387085	1.057	394.305	
0.635324	1.057	394.31	
0.506997	1.057	394.315	
0.277691	1.057	394.32	
0.338699	1.057	394.325	
0.467026	1.057	394.33	
0.309247	1.057	394.335	
0.10729	1.057	394.34	
0.277691	1.057	394.345	
0.586938	1.057	394.35	
0.553279	1.057	394.355	
0.355529	1.057	394.36	
0.439678	1.057	394.365	
0.599561	1.057	394.37	
0.441782	1.057	394.375	
0.166194	1.057	394.38	
0.258758	1.057	394.385	
0.490167	1.057	394.39	
0.445989	1.057	394.395	
0.279795	1.057	394.4	
0.366048	1.056	394.405	
0.532242	1.056	394.41	
0.41233	1.056	394.415	
0.204061	1.056	394.42	
0.326077	1.056	394.425	
0.555383	1.056	394.43	
0.475441	1.056	394.435	
0.307143	1.056	394.44	
0.391292	1.056	394.445	
0.582731	1.056	394.45	
0.4523	1.056	394.455	
0.244032	1.056	394.46	
0.313455	1.056	394.465	
0.488064	1.056	394.47	
0.410226	1.056	394.475	
0.231409	1.056	394.48	
0.34501	1.056	394.485	
0.578524	1.056	394.49	
0.519619	1.056	394.495	
0.326077	1.056	394.5	
0.355529	1.055	394.505	
0.500686	1.055	394.51	
0.380774	1.055	394.515	
0.170401	1.055	394.52	
0.309247	1.055	394.525	
0.544864	1.055	394.53	
0.483856	1.055	394.535	
0.317662	1.055	394.54	
0.403915	1.055	394.545	
0.568005	1.055	394.55	
0.422848	1.055	394.555	
0.201957	1.055	394.56	
0.267173	1.055	394.565	
0.473337	1.055	394.57	
0.443885	1.055	394.575	
0.298729	1.055	394.58	
0.420744	1.055	394.585	
0.610079	1.055	394.59	
0.511204	1.055	394.595	
0.294521	1.055	394.6	
0.300832	1.054	394.605	
0.437574	1.054	394.61	
0.342907	1.054	394.615	
0.18092	1.054	394.62	
0.349218	1.054	394.625	
0.565901	1.054	394.63	
0.462819	1.054	394.635	
0.27138	1.054	394.64	
0.351322	1.054	394.645	
0.549071	1.054	394.65	
0.443885	1.054	394.655	
0.279795	1.054	394.66	
0.393396	1.054	394.665	
0.59325	1.054	394.67	
0.519619	1.054	394.675	
0.290314	1.054	394.68	
0.330284	1.054	394.685	
0.460715	1.054	394.69	
0.359736	1.054	394.695	
0.193542	1.054	394.7	
0.284002	1.053	394.705	
0.477545	1.053	394.71	
0.399707	1.053	394.715	
0.269276	1.053	394.72	
0.391292	1.053	394.725	
0.59325	1.053	394.73	
0.464923	1.053	394.735	
0.279795	1.053	394.74	
0.363944	1.053	394.745	
0.553279	1.053	394.75	
0.462819	1.053	394.755	
0.302936	1.053	394.76	
0.393396	1.053	394.765	
0.55959	1.053	394.77	
0.443885	1.053	394.775	
0.229306	1.053	394.78	
0.281899	1.053	394.785	
0.456508	1.053	394.79	
0.399707	1.053	394.795	
0.284002	1.053	394.8	
0.399707	1.052	394.805	
0.586938	1.052	394.81	
0.479649	1.052	394.815	
0.25455	1.052	394.82	
0.351322	1.052	394.825	
0.517516	1.052	394.83	
0.403915	1.052	394.835	
0.239824	1.052	394.84	
0.366048	1.052	394.845	
0.578524	1.052	394.85	
0.462819	1.052	394.855	
0.27138	1.052	394.86	
0.34501	1.052	394.865	
0.492271	1.052	394.87	
0.359736	1.052	394.875	
0.170401	1.052	394.88	
0.273484	1.052	394.885	
0.513308	1.052	394.89	
0.479649	1.052	394.895	
0.351322	1.052	394.9	
0.456508	1.051	394.905	
0.584835	1.051	394.91	
0.41233	1.051	394.915	
0.195646	1.051	394.92	
0.286106	1.051	394.925	
0.460715	1.051	394.93	
0.374463	1.051	394.935	
0.229306	1.051	394.94	
0.393396	1.051	394.945	
0.624805	1.051	394.95	
0.494375	1.051	394.955	
0.284002	1.051	394.96	
0.342907	1.051	394.965	
0.490167	1.051	394.97	
0.36184	1.051	394.975	
0.19775	1.051	394.98	
0.311351	1.051	394.985	
0.525931	1.051	394.99	
0.462819	1.051	394.995	
0.30504	1.051	395	
0.399707	1.05	395.005	
0.546968	1.05	395.01	
0.374463	1.05	395.015	
0.166194	1.05	395.02	
0.279795	1.05	395.025	
0.504893	1.05	395.03	
0.414433	1.05	395.035	
0.267173	1.05	395.04	
0.399707	1.05	395.045	
0.597457	1.05	395.05	
0.479649	1.05	395.055	
0.246135	1.05	395.06	
0.317662	1.05	395.065	
0.464923	1.05	395.07	
0.376566	1.05	395.075	
0.237721	1.05	395.08	
0.389189	1.05	395.085	
0.603768	1.05	395.09	
0.523827	1.05	395.095	
0.317662	1.05	395.1	
0.323973	1.049	395.105	
0.4523	1.049	395.11	
0.319766	1.049	395.115	
0.18092	1.049	395.12	
0.321869	1.049	395.125	
0.568005	1.049	395.13	
0.517516	1.049	395.135	
0.342907	1.049	395.14	
0.406018	1.049	395.145	
0.528034	1.049	395.15	
