gelB_I_2_5mm8	gelB_I_2_5mm8	gelB_I_2_5mm8	
8.11406	0.882	88.295	
8.11195	0.882	88.3	
7.95417	0.883	88.305	
7.93945	0.883	88.31	
8.10774	0.883	88.315	
8.13089	0.883	88.32	
7.93734	0.883	88.325	
7.94997	0.883	88.33	
8.12457	0.883	88.335	
8.12668	0.883	88.34	
7.92472	0.883	88.345	
7.88054	0.883	88.35	
8.01308	0.883	88.355	
8.0236	0.883	88.36	
7.85319	0.883	88.365	
7.86161	0.883	88.37	
8.05094	0.883	88.375	
8.11616	0.883	88.38	
7.98783	0.883	88.385	
7.99414	0.883	88.39	
8.1393	0.883	88.395	
8.15192	0.883	88.4	
7.96259	0.884	88.405	
7.92682	0.884	88.41	
8.10143	0.884	88.415	
8.10564	0.884	88.42	
7.93103	0.884	88.425	
7.91631	0.884	88.43	
8.10985	0.884	88.435	
8.14772	0.884	88.44	
7.94365	0.884	88.445	
7.88896	0.884	88.45	
8.04253	0.884	88.455	
8.08881	0.884	88.46	
7.92262	0.884	88.465	
7.88265	0.884	88.47	
8.06988	0.884	88.475	
8.15613	0.884	88.48	
8.01728	0.884	88.485	
7.99204	0.884	88.49	
8.09723	0.884	88.495	
8.11616	0.884	88.5	
7.95628	0.885	88.505	
7.90789	0.885	88.51	
8.04884	0.885	88.515	
8.09512	0.885	88.52	
7.95417	0.885	88.525	
7.93734	0.885	88.53	
8.10564	0.885	88.535	
8.1414	0.885	88.54	
7.97311	0.885	88.545	
7.90999	0.885	88.55	
8.05305	0.885	88.555	
8.09092	0.885	88.56	
7.97521	0.885	88.565	
7.95838	0.885	88.57	
8.08881	0.885	88.575	
8.12247	0.885	88.58	
7.9668	0.885	88.585	
7.91631	0.885	88.59	
8.01097	0.885	88.595	
8.0804	0.885	88.6	
7.98152	0.886	88.605	
7.98994	0.886	88.61	
8.16665	0.886	88.615	
8.22766	0.886	88.62	
8.06146	0.886	88.625	
7.94997	0.886	88.63	
8.06988	0.886	88.635	
8.0825	0.886	88.64	
7.94997	0.886	88.645	
7.88685	0.886	88.65	
8.02149	0.886	88.655	
8.0825	0.886	88.66	
7.97311	0.886	88.665	
7.91631	0.886	88.67	
8.0257	0.886	88.675	
8.07198	0.886	88.68	
7.97942	0.886	88.685	
7.95838	0.886	88.69	
8.0825	0.886	88.695	
8.14772	0.886	88.7	
8.07619	0.887	88.705	
8.04674	0.887	88.71	
8.13509	0.887	88.715	
8.1414	0.887	88.72	
7.9668	0.887	88.725	
7.88896	0.887	88.73	
8.01728	0.887	88.735	
8.06777	0.887	88.74	
7.9668	0.887	88.745	
7.93103	0.887	88.75	
8.03832	0.887	88.755	
8.06988	0.887	88.76	
7.9668	0.887	88.765	
7.94365	0.887	88.77	
8.05726	0.887	88.775	
8.08671	0.887	88.78	
8.00466	0.887	88.785	
8.00677	0.887	88.79	
8.10354	0.887	88.795	
8.11406	0.887	88.8	
8.01518	0.888	88.805	
8.01518	0.888	88.81	
8.14561	0.888	88.815	
8.14561	0.888	88.82	
7.97311	0.888	88.825	
7.91631	0.888	88.83	
8.03622	0.888	88.835	
8.05094	0.888	88.84	
7.94155	0.888	88.845	
7.92051	0.888	88.85	
8.05936	0.888	88.855	
8.10143	0.888	88.86	
8.00466	0.888	88.865	
7.98152	0.888	88.87	
8.07829	0.888	88.875	
8.09092	0.888	88.88	
8.00466	0.888	88.885	
7.98573	0.888	88.89	
8.05726	0.888	88.895	
8.0846	0.888	88.9	
8.00046	0.889	88.905	
8.01939	0.889	88.91	
8.1393	0.889	88.915	
8.13299	0.889	88.92	
7.9668	0.889	88.925	
7.95628	0.889	88.93	
8.07829	0.889	88.935	
8.10143	0.889	88.94	
7.95417	0.889	88.945	
7.94365	0.889	88.95	
8.0804	0.889	88.955	
8.09723	0.889	88.96	
7.98573	0.889	88.965	
7.98783	0.889	88.97	
8.11616	0.889	88.975	
8.1393	0.889	88.98	
8.0236	0.889	88.985	
8.00466	0.889	88.99	
8.12457	0.889	88.995	
8.11195	0.889	89	
8.00256	0.89	89.005	
8.00256	0.89	89.01	
8.1393	0.89	89.015	
8.14561	0.89	89.02	
7.96048	0.89	89.025	
7.93945	0.89	89.03	
8.0804	0.89	89.035	
8.08881	0.89	89.04	
7.95838	0.89	89.045	
7.95838	0.89	89.05	
8.09723	0.89	89.055	
8.12247	0.89	89.06	
8.00256	0.89	89.065	
7.98783	0.89	89.07	
8.10985	0.89	89.075	
8.10985	0.89	89.08	
7.99204	0.89	89.085	
7.98363	0.89	89.09	
8.10564	0.89	89.095	
8.10774	0.89	89.1	
7.99625	0.891	89.105	
8.00887	0.891	89.11	
8.11826	0.891	89.115	
8.12037	0.891	89.12	
7.94365	0.891	89.125	
7.93945	0.891	89.13	
8.10143	0.891	89.135	
8.12878	0.891	89.14	
8.00677	0.891	89.145	
8.00466	0.891	89.15	
8.11406	0.891	89.155	
8.10774	0.891	89.16	
7.97311	0.891	89.165	
7.99835	0.891	89.17	
8.13299	0.891	89.175	
8.16455	0.891	89.18	
8.07619	0.891	89.185	
8.07619	0.891	89.19	
8.15823	0.891	89.195	
8.08671	0.891	89.2	
7.90999	0.892	89.205	
7.90999	0.892	89.21	
8.0804	0.892	89.215	
8.10564	0.892	89.22	
7.99835	0.892	89.225	
8.0278	0.892	89.23	
8.20241	0.892	89.235	
8.18348	0.892	89.24	
8.00677	0.892	89.245	
7.95417	0.892	89.25	
8.0825	0.892	89.255	
8.09933	0.892	89.26	
7.98783	0.892	89.265	
8.01518	0.892	89.27	
8.17717	0.892	89.275	
8.18769	0.892	89.28	
8.0236	0.892	89.285	
7.95417	0.892	89.29	
8.01728	0.892	89.295	
8.00046	0.892	89.3	
7.88265	0.893	89.305	
7.93524	0.893	89.31	
8.12457	0.893	89.315	
8.16875	0.893	89.32	
8.04463	0.893	89.325	
8.02991	0.893	89.33	
8.12668	0.893	89.335	
8.13509	0.893	89.34	
8.01308	0.893	89.345	
7.98783	0.893	89.35	
8.16034	0.893	89.355	
8.18979	0.893	89.36	
8.06567	0.893	89.365	
8.03622	0.893	89.37	
8.12668	0.893	89.375	
8.10354	0.893	89.38	
7.94155	0.893	89.385	
7.91631	0.893	89.39	
8.0257	0.893	89.395	
8.0825	0.893	89.4	
8.00887	0.894	89.405	
8.06146	0.894	89.41	
8.21083	0.894	89.415	
8.22976	0.894	89.42	
8.05726	0.894	89.425	
7.99625	0.894	89.43	
8.11406	0.894	89.435	
8.11826	0.894	89.44	
7.98152	0.894	89.445	
7.98363	0.894	89.45	
8.1414	0.894	89.455	
8.14982	0.894	89.46	
8.01308	0.894	89.465	
7.96469	0.894	89.47	
8.0804	0.894	89.475	
8.06567	0.894	89.48	
7.94365	0.894	89.485	
7.9689	0.894	89.49	
8.10564	0.894	89.495	
8.15613	0.894	89.5	
8.09302	0.895	89.505	
8.11406	0.895	89.51	
8.2508	0.895	89.515	
8.20662	0.895	89.52	
8.00256	0.895	89.525	
7.93734	0.895	89.53	
8.07829	0.895	89.535	
8.08881	0.895	89.54	
7.97942	0.895	89.545	
7.98783	0.895	89.55	
8.14982	0.895	89.555	
8.16244	0.895	89.56	
7.99414	0.895	89.565	
7.94155	0.895	89.57	
8.05726	0.895	89.575	
8.09512	0.895	89.58	
8.01097	0.895	89.585	
8.01308	0.895	89.59	
8.15823	0.895	89.595	
8.18979	0.895	89.6	
8.06146	0.896	89.605	
8.01308	0.896	89.61	
8.14561	0.896	89.615	
8.14772	0.896	89.62	
7.95207	0.896	89.625	
7.88685	0.896	89.63	
8.04884	0.896	89.635	
8.11826	0.896	89.64	
7.98783	0.896	89.645	
7.98363	0.896	89.65	
8.12668	0.896	89.655	
8.15403	0.896	89.66	
8.01308	0.896	89.665	
7.97311	0.896	89.67	
8.09933	0.896	89.675	
8.14561	0.896	89.68	
8.05515	0.896	89.685	
8.03201	0.896	89.69	
8.1414	0.896	89.695	
8.16455	0.896	89.7	
8.03411	0.897	89.705	
8.00046	0.897	89.71	
8.12878	0.897	89.715	
8.15613	0.897	89.72	
8.00887	0.897	89.725	
7.99414	0.897	89.73	
8.1372	0.897	89.735	
8.15192	0.897	89.74	
8.02991	0.897	89.745	
8.00256	0.897	89.75	
8.14351	0.897	89.755	
8.18348	0.897	89.76	
8.06988	0.897	89.765	
8.04463	0.897	89.77	
8.14982	0.897	89.775	
8.16034	0.897	89.78	
8.04043	0.897	89.785	
8.01097	0.897	89.79	
8.10985	0.897	89.795	
8.11406	0.897	89.8	
8.00046	0.898	89.805	
8.00046	0.898	89.81	
8.1393	0.898	89.815	
8.14772	0.898	89.82	
7.99204	0.898	89.825	
8.00046	0.898	89.83	
8.14561	0.898	89.835	
8.15613	0.898	89.84	
8.04463	0.898	89.845	
8.01728	0.898	89.85	
8.16034	0.898	89.855	
8.1982	0.898	89.86	
8.06777	0.898	89.865	
8.0278	0.898	89.87	
8.10985	0.898	89.875	
8.10564	0.898	89.88	
7.97731	0.898	89.885	
7.96469	0.898	89.89	
8.08881	0.898	89.895	
8.12457	0.898	89.9	
8.05305	0.899	89.905	
8.07409	0.899	89.91	
8.22135	0.899	89.915	
8.20241	0.899	89.92	
8.05305	0.899	89.925	
8.00887	0.899	89.93	
8.13509	0.899	89.935	
8.15192	0.899	89.94	
8.0257	0.899	89.945	
8.04253	0.899	89.95	
8.15192	0.899	89.955	
8.16034	0.899	89.96	
8.03201	0.899	89.965	
8.01097	0.899	89.97	
8.09512	0.899	89.975	
8.09723	0.899	89.98	
7.99204	0.899	89.985	
8.00046	0.899	89.99	
8.14982	0.899	89.995	
8.15403	0.899	90	
8.04674	0.9	90.005	
8.05094	0.9	90.01	
8.21503	0.9	90.015	
8.20662	0.9	90.02	
8.04884	0.9	90.025	
8.04674	0.9	90.03	
8.17506	0.9	90.035	
8.18558	0.9	90.04	
8.02991	0.9	90.045	
7.99835	0.9	90.05	
8.12247	0.9	90.055	
8.14351	0.9	90.06	
8.01728	0.9	90.065	
8.00256	0.9	90.07	
8.12457	0.9	90.075	
8.15403	0.9	90.08	
8.04674	0.9	90.085	
8.05094	0.9	90.09	
8.17927	0.9	90.095	
8.20031	0.9	90.1	
8.09512	0.901	90.105	
8.08671	0.901	90.11	
8.20872	0.901	90.115	
8.18979	0.901	90.12	
8.03832	0.901	90.125	
8.02149	0.901	90.13	
8.16665	0.901	90.135	
8.15192	0.901	90.14	
8.03201	0.901	90.145	
8.02149	0.901	90.15	
8.16034	0.901	90.155	
8.14561	0.901	90.16	
8.00466	0.901	90.165	
8.00466	0.901	90.17	
8.16034	0.901	90.175	
8.17927	0.901	90.18	
8.04884	0.901	90.185	
8.06988	0.901	90.19	
8.23397	0.901	90.195	
8.23397	0.901	90.2	
8.05936	0.902	90.205	
8.03622	0.902	90.21	
8.18769	0.902	90.215	
8.18769	0.902	90.22	
7.9689	0.902	90.225	
7.95207	0.902	90.23	
8.13509	0.902	90.235	
8.194	0.902	90.24	
8.04463	0.902	90.245	
7.98363	0.902	90.25	
8.11616	0.902	90.255	
8.13089	0.902	90.26	
7.98783	0.902	90.265	
7.971	0.902	90.27	
8.1414	0.902	90.275	
8.21293	0.902	90.28	
8.11195	0.902	90.285	
8.09933	0.902	90.29	
8.22555	0.902	90.295	
8.18348	0.902	90.3	
8.01939	0.903	90.305	
7.98573	0.903	90.31	
8.15613	0.903	90.315	
8.20872	0.903	90.32	
8.04884	0.903	90.325	
8.0278	0.903	90.33	
8.20452	0.903	90.335	
8.21083	0.903	90.34	
8.02991	0.903	90.345	
7.9668	0.903	90.35	
8.09092	0.903	90.355	
8.12668	0.903	90.36	
7.99204	0.903	90.365	
8.00677	0.903	90.37	
8.1961	0.903	90.375	
8.24659	0.903	90.38	
8.12878	0.903	90.385	
8.09302	0.903	90.39	
8.17296	0.903	90.395	
8.16875	0.903	90.4	
8.00677	0.904	90.405	
8.00256	0.904	90.41	
8.17717	0.904	90.415	
8.22976	0.904	90.42	
8.10774	0.904	90.425	
8.0825	0.904	90.43	
8.21714	0.904	90.435	
8.194	0.904	90.44	
7.99414	0.904	90.445	
7.96259	0.904	90.45	
8.10354	0.904	90.455	
8.18558	0.904	90.46	
8.0825	0.904	90.465	
8.11406	0.904	90.47	
8.25711	0.904	90.475	
8.2529	0.904	90.48	
8.07829	0.904	90.485	
7.971	0.904	90.49	
8.08671	0.904	90.495	
8.11406	0.904	90.5	
8.04884	0.905	90.505	
8.09092	0.905	90.51	
8.30129	0.905	90.515	
8.33284	0.905	90.52	
8.13509	0.905	90.525	
8.04043	0.905	90.53	
8.1393	0.905	90.535	
8.14351	0.905	90.54	
8.00466	0.905	90.545	
7.99835	0.905	90.55	
8.17086	0.905	90.555	
8.25501	0.905	90.56	
8.13509	0.905	90.565	
8.0846	0.905	90.57	
8.17296	0.905	90.575	
8.14561	0.905	90.58	
7.99835	0.905	90.585	
7.93734	0.905	90.59	
8.0804	0.905	90.595	
8.16875	0.905	90.6	
8.16455	0.906	90.605	
8.17927	0.906	90.61	
8.32232	0.906	90.615	
8.28866	0.906	90.62	
8.08881	0.906	90.625	
7.97942	0.906	90.63	
8.05305	0.906	90.635	
8.08671	0.906	90.64	
8.00256	0.906	90.645	
8.00256	0.906	90.65	
8.16665	0.906	90.655	
8.22345	0.906	90.66	
8.10985	0.906	90.665	
8.06357	0.906	90.67	
8.12457	0.906	90.675	
8.12668	0.906	90.68	
8.03201	0.906	90.685	
8.07409	0.906	90.69	
8.20662	0.906	90.695	
8.26763	0.906	90.7	
8.21083	0.907	90.705	
8.17506	0.907	90.71	
8.25711	0.907	90.715	
8.20031	0.907	90.72	
8.00677	0.907	90.725	
7.95207	0.907	90.73	
8.06146	0.907	90.735	
8.13299	0.907	90.74	
8.05936	0.907	90.745	
8.06777	0.907	90.75	
8.20872	0.907	90.755	
8.22345	0.907	90.76	
8.09933	0.907	90.765	
8.04884	0.907	90.77	
8.14982	0.907	90.775	
8.20031	0.907	90.78	
8.13089	0.907	90.785	
8.12668	0.907	90.79	
8.2508	0.907	90.795	
8.26132	0.907	90.8	
8.11195	0.908	90.805	
8.06357	0.908	90.81	
8.15613	0.908	90.815	
8.15823	0.908	90.82	
8.01308	0.908	90.825	
8.02149	0.908	90.83	
8.17296	0.908	90.835	
8.21293	0.908	90.84	
8.09302	0.908	90.845	
8.07619	0.908	90.85	
8.17506	0.908	90.855	
8.18138	0.908	90.86	
8.05726	0.908	90.865	
8.05305	0.908	90.87	
8.15613	0.908	90.875	
8.194	0.908	90.88	
8.13089	0.908	90.885	
8.11616	0.908	90.89	
8.21083	0.908	90.895	
8.20662	0.908	90.9	
8.09933	0.909	90.905	
8.10564	0.909	90.91	
8.23186	0.909	90.915	
8.21924	0.909	90.92	
8.06567	0.909	90.925	
8.05305	0.909	90.93	
8.18348	0.909	90.935	
8.21293	0.909	90.94	
8.07619	0.909	90.945	
8.04884	0.909	90.95	
8.16455	0.909	90.955	
8.16455	0.909	90.96	
8.04043	0.909	90.965	
8.06777	0.909	90.97	
8.18348	0.909	90.975	
8.22345	0.909	90.98	
8.15613	0.909	90.985	
8.16665	0.909	90.99	
8.29498	0.909	90.995	
8.24659	0.909	91	
8.12668	0.91	91.005	
8.10354	0.91	91.01	
8.23186	0.91	91.015	
8.20452	0.91	91.02	
8.03411	0.91	91.025	
8.0278	0.91	91.03	
8.194	0.91	91.035	
8.20241	0.91	91.04	
8.03201	0.91	91.045	
8.0278	0.91	91.05	
8.16665	0.91	91.055	
8.16875	0.91	91.06	
8.05305	0.91	91.065	
8.08671	0.91	91.07	
8.26973	0.91	91.075	
8.28866	0.91	91.08	
8.1372	0.91	91.085	
8.09092	0.91	91.09	
8.19189	0.91	91.095	
8.15823	0.91	91.1	
8.03201	0.911	91.105	
8.04884	0.911	91.11	
8.25711	0.911	91.115	
8.28025	0.911	91.12	
8.09302	0.911	91.125	
8.05936	0.911	91.13	
8.20452	0.911	91.135	
8.20872	0.911	91.14	
8.04253	0.911	91.145	
8.04884	0.911	91.15	
8.21924	0.911	91.155	
8.26552	0.911	91.16	
8.12037	0.911	91.165	
8.08671	0.911	91.17	
8.20452	0.911	91.175	
8.22135	0.911	91.18	
8.08881	0.911	91.185	
8.07829	0.911	91.19	
8.21293	0.911	91.195	
8.26132	0.911	91.2	
8.15192	0.912	91.205	
8.15823	0.912	91.21	
8.28025	0.912	91.215	
8.25711	0.912	91.22	
8.07198	0.912	91.225	
8.03411	0.912	91.23	
8.14351	0.912	91.235	
8.15823	0.912	91.24	
8.04884	0.912	91.245	
8.04463	0.912	91.25	
8.19189	0.912	91.255	
8.21083	0.912	91.26	
8.08881	0.912	91.265	
8.0825	0.912	91.27	
8.20872	0.912	91.275	
8.21714	0.912	91.28	
8.10564	0.912	91.285	
8.12457	0.912	91.29	
8.26763	0.912	91.295	
8.27394	0.912	91.3	
8.12878	0.913	91.305	
8.11826	0.913	91.31	
8.2508	0.913	91.315	
8.22345	0.913	91.32	
8.04253	0.913	91.325	
8.01518	0.913	91.33	
8.16034	0.913	91.335	
8.17506	0.913	91.34	
8.06988	0.913	91.345	
8.06567	0.913	91.35	
8.20031	0.913	91.355	
8.24028	0.913	91.36	
8.10774	0.913	91.365	
8.10143	0.913	91.37	
8.22976	0.913	91.375	
8.26132	0.913	91.38	
8.14982	0.913	91.385	
8.1393	0.913	91.39	
8.26763	0.913	91.395	
8.27184	0.913	91.4	
8.15403	0.914	91.405	
8.09302	0.914	91.41	
8.20031	0.914	91.415	
8.18558	0.914	91.42	
8.04043	0.914	91.425	
8.02991	0.914	91.43	
8.1982	0.914	91.435	
8.25501	0.914	91.44	
8.10985	0.914	91.445	
8.10143	0.914	91.45	
8.1982	0.914	91.455	
8.17927	0.914	91.46	
8.0257	0.914	91.465	
8.03622	0.914	91.47	
8.21293	0.914	91.475	
8.28235	0.914	91.48	
8.18138	0.914	91.485	
8.14561	0.914	91.49	
8.25711	0.914	91.495	
8.21924	0.914	91.5	
8.04884	0.915	91.505	
8.0236	0.915	91.51	
8.21503	0.915	91.515	
8.28235	0.915	91.52	
8.16875	0.915	91.525	
8.12247	0.915	91.53	
8.26552	0.915	91.535	
8.26763	0.915	91.54	
8.0846	0.915	91.545	
7.99835	0.915	91.55	
8.1372	0.915	91.555	
8.21714	0.915	91.56	
8.1414	0.915	91.565	
8.16244	0.915	91.57	
8.32022	0.915	91.575	
8.33074	0.915	91.58	
8.17296	0.915	91.585	
8.08671	0.915	91.59	
8.13299	0.915	91.595	
8.12878	0.915	91.6	
8.03832	0.916	91.605	
8.05515	0.916	91.61	
8.27184	0.916	91.615	
8.35598	0.916	91.62	
8.22345	0.916	91.625	
8.14772	0.916	91.63	
8.22766	0.916	91.635	
8.18348	0.916	91.64	
8.02149	0.916	91.645	
7.99835	0.916	91.65	
8.17296	0.916	91.655	
8.27394	0.916	91.66	
8.20662	0.916	91.665	
8.20031	0.916	91.67	
8.28866	0.916	91.675	
8.26342	0.916	91.68	
8.09512	0.916	91.685	
8.03411	0.916	91.69	
8.15613	0.916	91.695	
8.20452	0.916	91.7	
8.14772	0.917	91.705	
8.18558	0.917	91.71	
8.34967	0.917	91.715	
8.34126	0.917	91.72	
8.17506	0.917	91.725	
8.07409	0.917	91.73	
8.16244	0.917	91.735	
8.17296	0.917	91.74	
8.05515	0.917	91.745	
8.07198	0.917	91.75	
8.21924	0.917	91.755	
8.29287	0.917	91.76	
8.20241	0.917	91.765	
8.14982	0.917	91.77	
8.21083	0.917	91.775	
8.20452	0.917	91.78	
8.10564	0.917	91.785	
8.09512	0.917	91.79	
8.23186	0.917	91.795	
8.30339	0.917	91.8	
8.25711	0.918	91.805	
8.25501	0.918	91.81	
8.33495	0.918	91.815	
8.24238	0.918	91.82	
8.05515	0.918	91.825	
7.98783	0.918	91.83	
8.09723	0.918	91.835	
8.15613	0.918	91.84	
8.10985	0.918	91.845	
8.18979	0.918	91.85	
8.34126	0.918	91.855	
8.34757	0.918	91.86	
8.1982	0.918	91.865	
8.12878	0.918	91.87	
8.20241	0.918	91.875	
8.16875	0.918	91.88	
8.11826	0.918	91.885	
8.17086	0.918	91.89	
8.29918	0.918	91.895	
8.29918	0.918	91.9	
8.18558	0.919	91.905	
8.15823	0.919	91.91	
8.22766	0.919	91.915	
8.15613	0.919	91.92	
8.00887	0.919	91.925	
8.05094	0.919	91.93	
8.27184	0.919	91.935	
8.33074	0.919	91.94	
8.22766	0.919	91.945	
8.21714	0.919	91.95	
8.28235	0.919	91.955	
8.1982	0.919	91.96	
8.03832	0.919	91.965	
8.04043	0.919	91.97	
8.19189	0.919	91.975	
8.25501	0.919	91.98	
8.20452	0.919	91.985	
8.22135	0.919	91.99	
8.32022	0.919	91.995	
8.25501	0.919	92	
8.10354	0.92	92.005	
8.07409	0.92	92.01	
8.20662	0.92	92.015	
8.24449	0.92	92.02	
8.13299	0.92	92.025	
8.15823	0.92	92.03	
8.29918	0.92	92.035	
8.29287	0.92	92.04	
8.15613	0.92	92.045	
8.10774	0.92	92.05	
8.20872	0.92	92.055	
8.17506	0.92	92.06	
8.0846	0.92	92.065	
8.13299	0.92	92.07	
8.28025	0.92	92.075	
8.29918	0.92	92.08	
8.17717	0.92	92.085	
8.15823	0.92	92.09	
8.22555	0.92	92.095	
8.18558	0.92	92.1	
8.0825	0.921	92.105	
8.11826	0.921	92.11	
8.29287	0.921	92.115	
8.31812	0.921	92.12	
8.19189	0.921	92.125	
8.17086	0.921	92.13	
8.30129	0.921	92.135	
8.26342	0.921	92.14	
8.09302	0.921	92.145	
8.06988	0.921	92.15	
8.20872	0.921	92.155	
8.22555	0.921	92.16	
8.13299	0.921	92.165	
8.16875	0.921	92.17	
8.30339	0.921	92.175	
8.28446	0.921	92.18	
8.11826	0.921	92.185	
8.09092	0.921	92.19	
8.17717	0.921	92.195	
8.18138	0.921	92.2	
8.09723	0.922	92.205	
8.17086	0.922	92.21	
8.39806	0.922	92.215	
8.40858	0.922	92.22	
8.21293	0.922	92.225	
8.14772	0.922	92.23	
8.2529	0.922	92.235	
8.20662	0.922	92.24	
8.04674	0.922	92.245	
8.05726	0.922	92.25	
8.25711	0.922	92.255	
8.3097	0.922	92.26	
8.18769	0.922	92.265	
8.18558	0.922	92.27	
8.29287	0.922	92.275	
8.26132	0.922	92.28	
8.10985	0.922	92.285	
8.09302	0.922	92.29	
8.22976	0.922	92.295	
8.25711	0.922	92.3	
8.18348	0.923	92.305	
8.23818	0.923	92.31	
8.38544	0.923	92.315	
8.36019	0.923	92.32	
8.1393	0.923	92.325	
8.09302	0.923	92.33	
8.20452	0.923	92.335	
8.21083	0.923	92.34	
8.07829	0.923	92.345	
8.11826	0.923	92.35	
8.32232	0.923	92.355	
8.35388	0.923	92.36	
8.17927	0.923	92.365	
8.12878	0.923	92.37	
8.24659	0.923	92.375	
8.24659	0.923	92.38	
8.12247	0.923	92.385	
8.1372	0.923	92.39	
8.3097	0.923	92.395	
8.33284	0.923	92.4	
8.18348	0.924	92.405	
8.16034	0.924	92.41	
8.29498	0.924	92.415	
8.29498	0.924	92.42	
8.11406	0.924	92.425	
8.0825	0.924	92.43	
8.27604	0.924	92.435	
8.31812	0.924	92.44	
8.16244	0.924	92.445	
8.13509	0.924	92.45	
8.28866	0.924	92.455	
8.29708	0.924	92.46	
8.13509	0.924	92.465	
8.09092	0.924	92.47	
8.21714	0.924	92.475	
8.24238	0.924	92.48	
8.1393	0.924	92.485	
8.11406	0.924	92.49	
8.26973	0.924	92.495	
8.3097	0.924	92.5	
8.16244	0.925	92.505	
8.10564	0.925	92.51	
8.23397	0.925	92.515	
8.25711	0.925	92.52	
8.10774	0.925	92.525	
8.12457	0.925	92.53	
8.3076	0.925	92.535	
8.37281	0.925	92.54	
8.20241	0.925	92.545	
8.12668	0.925	92.55	
8.22766	0.925	92.555	
8.20241	0.925	92.56	
8.06988	0.925	92.565	
8.04253	0.925	92.57	
8.23818	0.925	92.575	
8.34126	0.925	92.58	
8.27394	0.925	92.585	
8.21924	0.925	92.59	
8.30339	0.925	92.595	
8.27184	0.925	92.6	
8.09512	0.926	92.605	
8.06146	0.926	92.61	
8.194	0.926	92.615	
8.29287	0.926	92.62	
8.20241	0.926	92.625	
8.20031	0.926	92.63	
8.32653	0.926	92.635	
8.33705	0.926	92.64	
8.17927	0.926	92.645	
8.09302	0.926	92.65	
8.18769	0.926	92.655	
8.21503	0.926	92.66	
8.13509	0.926	92.665	
8.14561	0.926	92.67	
8.29708	0.926	92.675	
8.35598	0.926	92.68	
8.25921	0.926	92.685	
8.18769	0.926	92.69	
8.21083	0.926	92.695	
8.21714	0.926	92.7	
8.10143	0.927	92.705	
8.10774	0.927	92.71	
8.27815	0.927	92.715	
8.35388	0.927	92.72	
8.25921	0.927	92.725	
8.21924	0.927	92.73	
8.27184	0.927	92.735	
8.2508	0.927	92.74	
8.09302	0.927	92.745	
8.03201	0.927	92.75	
8.15403	0.927	92.755	
8.24449	0.927	92.76	
8.20031	0.927	92.765	
8.22555	0.927	92.77	
8.31391	0.927	92.775	
8.30129	0.927	92.78	
8.194	0.927	92.785	
8.12037	0.927	92.79	
8.17717	0.927	92.795	
8.1961	0.927	92.8	
8.1372	0.928	92.805	
8.18558	0.928	92.81	
8.35809	0.928	92.815	
8.39385	0.928	92.82	
8.22345	0.928	92.825	
8.17296	0.928	92.83	
8.25711	0.928	92.835	
8.24238	0.928	92.84	
8.10354	0.928	92.845	
8.11195	0.928	92.85	
8.25921	0.928	92.855	
8.34126	0.928	92.86	
8.2508	0.928	92.865	
8.23186	0.928	92.87	
8.32232	0.928	92.875	
8.29708	0.928	92.88	
8.16034	0.928	92.885	
8.12247	0.928	92.89	
8.22345	0.928	92.895	
8.23607	0.928	92.9	
8.18979	0.929	92.905	
8.23186	0.929	92.91	
8.38754	0.929	92.915	
8.37913	0.929	92.92	
8.18138	0.929	92.925	
8.1372	0.929	92.93	
8.23607	0.929	92.935	
8.2508	0.929	92.94	
8.15823	0.929	92.945	
8.16455	0.929	92.95	
8.32864	0.929	92.955	
8.35178	0.929	92.96	
8.23397	0.929	92.965	
8.18558	0.929	92.97	
8.25501	0.929	92.975	
8.22766	0.929	92.98	
8.12247	0.929	92.985	
8.11616	0.929	92.99	
8.28446	0.929	92.995	
8.32653	0.929	93	
8.26132	0.93	93.005	
8.27604	0.93	93.01	
8.40016	0.93	93.015	
8.36861	0.93	93.02	
8.16665	0.93	93.025	
8.11195	0.93	93.03	
8.22555	0.93	93.035	
8.27394	0.93	93.04	
8.17296	0.93	93.045	
8.17717	0.93	93.05	
8.30129	0.93	93.055	
8.30549	0.93	93.06	
8.16665	0.93	93.065	
8.13089	0.93	93.07	
8.24869	0.93	93.075	
8.26973	0.93	93.08	
8.21924	0.93	93.085	
8.23607	0.93	93.09	
8.36861	0.93	93.095	
8.35809	0.93	93.1	
8.22766	0.931	93.105	
8.20872	0.931	93.11	
8.31391	0.931	93.115	
8.32022	0.931	93.12	
8.19189	0.931	93.125	
8.1982	0.931	93.13	
8.32443	0.931	93.135	
8.29708	0.931	93.14	
8.14772	0.931	93.145	
8.13509	0.931	93.15	
8.24449	0.931	93.155	
8.24238	0.931	93.16	
8.13089	0.931	93.165	
8.17927	0.931	93.17	
8.33074	0.931	93.175	
8.32653	0.931	93.18	
8.21924	0.931	93.185	
8.20031	0.931	93.19	
8.30549	0.931	93.195	
8.27394	0.931	93.2	
8.14772	0.932	93.205	
8.16875	0.932	93.21	
8.33074	0.932	93.215	
8.33705	0.932	93.22	
8.21924	0.932	93.225	
8.21924	0.932	93.23	
8.33074	0.932	93.235	
8.29498	0.932	93.24	
8.13509	0.932	93.245	
8.10985	0.932	93.25	
8.26132	0.932	93.255	
8.29287	0.932	93.26	
8.1961	0.932	93.265	
8.22135	0.932	93.27	
8.35178	0.932	93.275	
8.33284	0.932	93.28	
