gel1_I_3mm1	gel1_I_3mm1	gel1_I_3mm1	
1.47681	1.197	430.32	
1.65563	1.197	430.325	
1.85969	1.197	430.33	
1.72084	1.197	430.335	
1.54624	1.197	430.34	
1.63038	1.197	430.345	
1.7503	1.197	430.35	
1.62828	1.197	430.355	
1.48312	1.197	430.36	
1.61987	1.197	430.365	
1.82813	1.197	430.37	
1.78185	1.197	430.375	
1.66615	1.197	430.38	
1.74188	1.197	430.385	
1.83445	1.197	430.39	
1.69981	1.197	430.395	
1.54624	1.197	430.4	
1.63038	1.196	430.405	
1.73347	1.196	430.41	
1.62407	1.196	430.415	
1.52309	1.196	430.42	
1.65773	1.196	430.425	
1.77133	1.196	430.43	
1.60724	1.196	430.435	
1.46629	1.196	430.44	
1.60304	1.196	430.445	
1.78185	1.196	430.45	
1.70612	1.196	430.455	
1.59883	1.196	430.46	
1.74399	1.196	430.465	
1.87442	1.196	430.47	
1.72505	1.196	430.475	
1.57779	1.196	430.48	
1.65984	1.196	430.485	
1.78606	1.196	430.49	
1.67877	1.196	430.495	
1.56517	1.196	430.5	
1.62828	1.195	430.505	
1.76292	1.195	430.51	
1.58621	1.195	430.515	
1.42001	1.195	430.52	
1.57358	1.195	430.525	
1.77554	1.195	430.53	
1.67036	1.195	430.535	
1.55886	1.195	430.54	
1.72295	1.195	430.545	
1.85969	1.195	430.55	
1.73136	1.195	430.555	
1.56096	1.195	430.56	
1.65142	1.195	430.565	
1.79658	1.195	430.57	
1.70401	1.195	430.575	
1.5841	1.195	430.58	
1.6935	1.195	430.585	
1.81972	1.195	430.59	
1.68508	1.195	430.595	
1.51889	1.195	430.6	
1.60304	1.194	430.605	
1.70822	1.194	430.61	
1.56307	1.194	430.615	
1.42843	1.194	430.62	
1.61566	1.194	430.625	
1.80499	1.194	430.63	
1.67877	1.194	430.635	
1.56517	1.194	430.64	
1.73136	1.194	430.645	
1.91649	1.194	430.65	
1.76292	1.194	430.655	
1.59462	1.194	430.66	
1.70191	1.194	430.665	
1.79237	1.194	430.67	
1.65563	1.194	430.675	
1.49575	1.194	430.68	
1.61987	1.194	430.685	
1.79658	1.194	430.69	
1.6935	1.194	430.695	
1.56517	1.194	430.7	
1.66615	1.193	430.705	
1.78396	1.193	430.71	
1.61145	1.193	430.715	
1.46629	1.193	430.72	
1.62407	1.193	430.725	
1.80079	1.193	430.73	
1.68508	1.193	430.735	
1.57358	1.193	430.74	
1.73767	1.193	430.745	
1.89756	1.193	430.75	
1.71874	1.193	430.755	
1.52309	1.193	430.76	
1.62618	1.193	430.765	
1.75661	1.193	430.77	
1.62197	1.193	430.775	
1.49154	1.193	430.78	
1.65563	1.193	430.785	
1.83445	1.193	430.79	
1.70822	1.193	430.795	
1.56096	1.193	430.8	
1.64932	1.192	430.805	
1.74819	1.192	430.81	
1.58621	1.192	430.815	
1.42843	1.192	430.82	
1.63459	1.192	430.825	
1.83445	1.192	430.83	
1.72926	1.192	430.835	
1.58621	1.192	430.84	
1.70612	1.192	430.845	
1.84917	1.192	430.85	
1.67456	1.192	430.855	
1.48944	1.192	430.86	
1.60304	1.192	430.865	
1.77765	1.192	430.87	
1.67456	1.192	430.875	
1.53992	1.192	430.88	
1.6977	1.192	430.885	
1.82393	1.192	430.89	
1.6977	1.192	430.895	
1.49575	1.192	430.9	
1.60935	1.191	430.905	
1.73767	1.191	430.91	
1.61987	1.191	430.915	
1.4684	1.191	430.92	
1.64932	1.191	430.925	
1.81762	1.191	430.93	
1.66615	1.191	430.935	
1.48944	1.191	430.94	
1.60724	1.191	430.945	
1.78396	1.191	430.95	
1.67036	1.191	430.955	
1.56307	1.191	430.96	
1.71243	1.191	430.965	
1.88283	1.191	430.97	
1.73557	1.191	430.975	
1.55675	1.191	430.98	
1.6367	1.191	430.985	
1.75661	1.191	430.99	
1.61987	1.191	430.995	
1.45367	1.191	431	
1.59252	1.19	431.005	
1.77133	1.19	431.01	
1.67667	1.19	431.015	
1.55886	1.19	431.02	
1.72505	1.19	431.025	
1.85548	1.19	431.03	
1.6977	1.19	431.035	
1.48944	1.19	431.04	
1.58621	1.19	431.045	
1.74399	1.19	431.05	
1.64301	1.19	431.055	
1.54834	1.19	431.06	
1.71664	1.19	431.065	
1.89335	1.19	431.07	
1.7503	1.19	431.075	
1.5273	1.19	431.08	
1.5841	1.19	431.085	
1.70191	1.19	431.09	
1.56096	1.19	431.095	
1.4158	1.19	431.1	
1.60304	1.189	431.105	
1.81762	1.189	431.11	
1.74188	1.189	431.115	
1.5841	1.189	431.12	
1.70191	1.189	431.125	
1.82393	1.189	431.13	
1.6367	1.189	431.135	
1.44526	1.189	431.14	
1.55886	1.189	431.145	
1.79658	1.189	431.15	
1.7503	1.189	431.155	
1.63038	1.189	431.16	
1.73557	1.189	431.165	
1.85759	1.189	431.17	
1.67246	1.189	431.175	
1.43263	1.189	431.18	
1.49364	1.189	431.185	
1.64511	1.189	431.19	
1.58831	1.189	431.195	
1.50627	1.189	431.2	
1.67246	1.188	431.205	
1.84707	1.188	431.21	
1.68298	1.188	431.215	
1.49364	1.188	431.22	
1.62618	1.188	431.225	
1.79237	1.188	431.23	
1.66825	1.188	431.235	
1.52099	1.188	431.24	
1.69139	1.188	431.245	
1.91439	1.188	431.25	
1.78185	1.188	431.255	
1.59252	1.188	431.26	
1.65353	1.188	431.265	
1.7545	1.188	431.27	
1.59673	1.188	431.275	
1.42843	1.188	431.28	
1.56727	1.188	431.285	
1.78185	1.188	431.29	
1.71664	1.188	431.295	
1.59673	1.188	431.3	
1.68719	1.187	431.305	
1.78606	1.187	431.31	
1.5841	1.187	431.315	
1.38215	1.187	431.32	
1.56517	1.187	431.325	
1.77765	1.187	431.33	
1.70191	1.187	431.335	
1.57779	1.187	431.34	
1.74819	1.187	431.345	
1.90808	1.187	431.35	
1.71453	1.187	431.355	
1.50416	1.187	431.36	
1.57569	1.187	431.365	
1.71664	1.187	431.37	
1.60514	1.187	431.375	
1.46209	1.187	431.38	
1.61987	1.187	431.385	
1.79658	1.187	431.39	
1.71453	1.187	431.395	
1.54413	1.187	431.4	
1.62618	1.186	431.405	
1.71033	1.186	431.41	
1.53992	1.186	431.415	
1.38425	1.186	431.42	
1.57569	1.186	431.425	
1.8092	1.186	431.43	
1.74609	1.186	431.435	
1.61776	1.186	431.44	
1.74188	1.186	431.445	
1.8639	1.186	431.45	
1.66825	1.186	431.455	
1.45367	1.186	431.46	
1.56307	1.186	431.465	
1.73347	1.186	431.47	
1.6388	1.186	431.475	
1.53782	1.186	431.48	
1.67036	1.186	431.485	
1.85548	1.186	431.49	
1.73767	1.186	431.495	
1.5252	1.186	431.5	
1.582	1.185	431.505	
1.68298	1.185	431.51	
1.53572	1.185	431.515	
1.40949	1.185	431.52	
1.60514	1.185	431.525	
1.87442	1.185	431.53	
1.79868	1.185	431.535	
1.65773	1.185	431.54	
1.74399	1.185	431.545	
1.87442	1.185	431.55	
1.66615	1.185	431.555	
1.44946	1.185	431.56	
1.53151	1.185	431.565	
1.71033	1.185	431.57	
1.65353	1.185	431.575	
1.52309	1.185	431.58	
1.64932	1.185	431.585	
1.78185	1.185	431.59	
1.64301	1.185	431.595	
1.46209	1.185	431.6	
1.54413	1.184	431.605	
1.68929	1.184	431.61	
1.58831	1.184	431.615	
1.48102	1.184	431.62	
1.6935	1.184	431.625	
1.88704	1.184	431.63	
1.77344	1.184	431.635	
1.59252	1.184	431.64	
1.64721	1.184	431.645	
1.7503	1.184	431.65	
1.62197	1.184	431.655	
1.48523	1.184	431.66	
1.59673	1.184	431.665	
1.79027	1.184	431.67	
1.6935	1.184	431.675	
1.56938	1.184	431.68	
1.64301	1.184	431.685	
1.73557	1.184	431.69	
1.582	1.184	431.695	
1.43474	1.184	431.7	
1.56938	1.183	431.705	
1.72084	1.183	431.71	
1.64721	1.183	431.715	
1.54413	1.183	431.72	
1.6977	1.183	431.725	
1.82182	1.183	431.73	
1.65773	1.183	431.735	
1.48312	1.183	431.74	
1.56727	1.183	431.745	
1.70191	1.183	431.75	
1.63038	1.183	431.755	
1.54834	1.183	431.76	
1.6956	1.183	431.765	
1.85128	1.183	431.77	
1.71874	1.183	431.775	
1.54834	1.183	431.78	
1.58621	1.183	431.785	
1.67246	1.183	431.79	
1.56517	1.183	431.795	
1.48733	1.183	431.8	
1.61355	1.182	431.805	
1.78816	1.182	431.81	
1.67877	1.182	431.815	
1.54834	1.182	431.82	
1.69139	1.182	431.825	
1.8071	1.182	431.83	
1.63459	1.182	431.835	
1.48523	1.182	431.84	
1.61145	1.182	431.845	
1.76923	1.182	431.85	
1.66404	1.182	431.855	
1.56517	1.182	431.86	
1.69981	1.182	431.865	
1.81341	1.182	431.87	
1.6409	1.182	431.875	
1.48102	1.182	431.88	
1.582	1.182	431.885	
1.67036	1.182	431.89	
1.57569	1.182	431.895	
1.48102	1.182	431.9	
1.65563	1.181	431.905	
1.81972	1.181	431.91	
1.67667	1.181	431.915	
1.5252	1.181	431.92	
1.66404	1.181	431.925	
1.77975	1.181	431.93	
1.61145	1.181	431.935	
1.48523	1.181	431.94	
1.66404	1.181	431.945	
1.81551	1.181	431.95	
1.67877	1.181	431.955	
1.5273	1.181	431.96	
1.64511	1.181	431.965	
1.74609	1.181	431.97	
1.57569	1.181	431.975	
1.44105	1.181	431.98	
1.60093	1.181	431.985	
1.78185	1.181	431.99	
1.67036	1.181	431.995	
1.55465	1.181	432	
1.67877	1.18	432.005	
1.79447	1.18	432.01	
1.5799	1.18	432.015	
1.4137	1.18	432.02	
1.57779	1.18	432.025	
1.77344	1.18	432.03	
1.64932	1.18	432.035	
1.54413	1.18	432.04	
1.71243	1.18	432.045	
1.85548	1.18	432.05	
1.65563	1.18	432.055	
1.47471	1.18	432.06	
1.59883	1.18	432.065	
1.72505	1.18	432.07	
1.58831	1.18	432.075	
1.43895	1.18	432.08	
1.61566	1.18	432.085	
1.79027	1.18	432.09	
1.6409	1.18	432.095	
1.49364	1.18	432.1	
1.60514	1.179	432.105	
1.75661	1.179	432.11	
1.59462	1.179	432.115	
1.45998	1.179	432.12	
1.65984	1.179	432.125	
1.85128	1.179	432.13	
1.69981	1.179	432.135	
1.51889	1.179	432.14	
1.64511	1.179	432.145	
1.77554	1.179	432.15	
1.60093	1.179	432.155	
1.4158	1.179	432.16	
1.55465	1.179	432.165	
1.72716	1.179	432.17	
1.62197	1.179	432.175	
1.49575	1.179	432.18	
1.64511	1.179	432.185	
1.8071	1.179	432.19	
1.67036	1.179	432.195	
1.52099	1.179	432.2	
1.6388	1.178	432.205	
1.77554	1.178	432.21	
1.60724	1.178	432.215	
1.47261	1.178	432.22	
1.6409	1.178	432.225	
1.83234	1.178	432.23	
1.6977	1.178	432.235	
1.52309	1.178	432.24	
1.61566	1.178	432.245	
1.74188	1.178	432.25	
1.59041	1.178	432.255	
1.43684	1.178	432.26	
1.57569	1.178	432.265	
1.76923	1.178	432.27	
1.67877	1.178	432.275	
1.54413	1.178	432.28	
1.67036	1.178	432.285	
1.79447	1.178	432.29	
1.63459	1.178	432.295	
1.47261	1.178	432.3	
1.58831	1.177	432.305	
1.74819	1.177	432.31	
1.63038	1.177	432.315	
1.4684	1.177	432.32	
1.61145	1.177	432.325	
1.77344	1.177	432.33	
1.6367	1.177	432.335	
1.46419	1.177	432.34	
1.59883	1.177	432.345	
1.75871	1.177	432.35	
1.66194	1.177	432.355	
1.50837	1.177	432.36	
1.62197	1.177	432.365	
1.75661	1.177	432.37	
1.60935	1.177	432.375	
1.43053	1.177	432.38	
1.55886	1.177	432.385	
1.72505	1.177	432.39	
1.6409	1.177	432.395	
1.53151	1.177	432.4	
1.68508	1.176	432.405	
1.8113	1.176	432.41	
1.65142	1.176	432.415	
1.46419	1.176	432.42	
1.59252	1.176	432.425	
1.73978	1.176	432.43	
1.59252	1.176	432.435	
1.45998	1.176	432.44	
1.62407	1.176	432.445	
1.8092	1.176	432.45	
1.6935	1.176	432.455	
1.50206	1.176	432.46	
1.60514	1.176	432.465	
1.74188	1.176	432.47	
1.57779	1.176	432.475	
1.43684	1.176	432.48	
1.55255	1.176	432.485	
1.75871	1.176	432.49	
1.71243	1.176	432.495	
1.57779	1.176	432.5	
1.65773	1.175	432.505	
1.74819	1.175	432.51	
1.57148	1.175	432.515	
1.38635	1.175	432.52	
1.53361	1.175	432.525	
1.72716	1.175	432.53	
1.63459	1.175	432.535	
1.51258	1.175	432.54	
1.67877	1.175	432.545	
1.83234	1.175	432.55	
1.67667	1.175	432.555	
1.49575	1.175	432.56	
1.5841	1.175	432.565	
1.72505	1.175	432.57	
1.60304	1.175	432.575	
1.44315	1.175	432.58	
1.57569	1.175	432.585	
1.7503	1.175	432.59	
1.68719	1.175	432.595	
1.5273	1.175	432.6	
1.62197	1.174	432.605	
1.72926	1.174	432.61	
1.55255	1.174	432.615	
1.36321	1.174	432.62	
1.55044	1.174	432.625	
1.77344	1.174	432.63	
1.67456	1.174	432.635	
1.54834	1.174	432.64	
1.6935	1.174	432.645	
1.81341	1.174	432.65	
1.64511	1.174	432.655	
1.43263	1.174	432.66	
1.49785	1.174	432.665	
1.65773	1.174	432.67	
1.55886	1.174	432.675	
1.4684	1.174	432.68	
1.6388	1.174	432.685	
1.83234	1.174	432.69	
1.73347	1.174	432.695	
1.57569	1.174	432.7	
1.62407	1.173	432.705	
1.71243	1.173	432.71	
1.54203	1.173	432.715	
1.38425	1.173	432.72	
1.54203	1.173	432.725	
1.72505	1.173	432.73	
1.6367	1.173	432.735	
1.51889	1.173	432.74	
1.63459	1.173	432.745	
1.77554	1.173	432.75	
1.6367	1.173	432.755	
1.45998	1.173	432.76	
1.60724	1.173	432.765	
1.76502	1.173	432.77	
1.68719	1.173	432.775	
1.56517	1.173	432.78	
1.70822	1.173	432.785	
1.80499	1.173	432.79	
1.66404	1.173	432.795	
1.45998	1.173	432.8	
1.51889	1.172	432.805	
1.61776	1.172	432.81	
1.50837	1.172	432.815	
1.43263	1.172	432.82	
1.64301	1.172	432.825	
1.81341	1.172	432.83	
1.6935	1.172	432.835	
1.5273	1.172	432.84	
1.61355	1.172	432.845	
1.71243	1.172	432.85	
1.5841	1.172	432.855	
1.48523	1.172	432.86	
1.63038	1.172	432.865	
1.79237	1.172	432.87	
1.69139	1.172	432.875	
1.56307	1.172	432.88	
1.64721	1.172	432.885	
1.71033	1.172	432.89	
1.55044	1.172	432.895	
1.40739	1.172	432.9	
1.52099	1.171	432.905	
1.66825	1.171	432.91	
1.59883	1.171	432.915	
1.5252	1.171	432.92	
1.70822	1.171	432.925	
1.83445	1.171	432.93	
1.67246	1.171	432.935	
1.48312	1.171	432.94	
1.582	1.171	432.945	
1.66825	1.171	432.95	
1.55255	1.171	432.955	
1.47261	1.171	432.96	
1.62407	1.171	432.965	
1.76292	1.171	432.97	
1.63249	1.171	432.975	
1.48523	1.171	432.98	
1.57779	1.171	432.985	
1.67456	1.171	432.99	
1.57779	1.171	432.995	
1.50416	1.171	433	
1.66404	1.17	433.005	
1.80289	1.17	433.01	
1.64721	1.17	433.015	
1.50416	1.17	433.02	
1.59041	1.17	433.025	
1.6977	1.17	433.03	
1.57358	1.17	433.035	
1.4684	1.17	433.04	
1.63459	1.17	433.045	
1.76082	1.17	433.05	
1.62828	1.17	433.055	
1.50837	1.17	433.06	
1.63038	1.17	433.065	
1.75871	1.17	433.07	
1.60724	1.17	433.075	
1.49364	1.17	433.08	
1.60724	1.17	433.085	
1.73767	1.17	433.09	
1.59252	1.17	433.095	
1.47261	1.17	433.1	
1.58831	1.169	433.105	
1.70822	1.169	433.11	
1.53361	1.169	433.115	
1.41791	1.169	433.12	
1.58831	1.169	433.125	
1.72505	1.169	433.13	
1.5841	1.169	433.135	
1.45998	1.169	433.14	
1.64932	1.169	433.145	
1.80079	1.169	433.15	
1.68719	1.169	433.155	
1.56938	1.169	433.16	
1.72084	1.169	433.165	
1.8113	1.169	433.17	
1.60724	1.169	433.175	
1.44105	1.169	433.18	
1.55886	1.169	433.185	
1.66825	1.169	433.19	
1.5273	1.169	433.195	
1.40949	1.169	433.2	
1.56307	1.168	433.205	
1.70191	1.168	433.21	
1.52309	1.168	433.215	
1.40529	1.168	433.22	
1.63249	1.168	433.225	
1.81762	1.168	433.23	
1.65563	1.168	433.235	
1.51047	1.168	433.24	
1.68929	1.168	433.245	
1.85548	1.168	433.25	
1.66825	1.168	433.255	
1.48944	1.168	433.26	
1.63038	1.168	433.265	
1.73557	1.168	433.27	
1.55044	1.168	433.275	
1.40949	1.168	433.28	
1.54624	1.168	433.285	
1.71874	1.168	433.29	
1.61355	1.168	433.295	
1.48733	1.168	433.3	
1.61566	1.167	433.305	
1.73557	1.167	433.31	
1.55044	1.167	433.315	
1.39898	1.167	433.32	
1.61355	1.167	433.325	
1.83655	1.167	433.33	
1.67877	1.167	433.335	
1.50416	1.167	433.34	
1.66404	1.167	433.345	
1.8071	1.167	433.35	
1.62407	1.167	433.355	
1.4116	1.167	433.36	
1.56517	1.167	433.365	
1.74188	1.167	433.37	
1.59673	1.167	433.375	
1.42001	1.167	433.38	
1.55886	1.167	433.385	
1.73767	1.167	433.39	
1.61776	1.167	433.395	
1.44105	1.167	433.4	
1.56517	1.166	433.405	
1.72716	1.166	433.41	
1.56517	1.166	433.415	
1.40739	1.166	433.42	
1.58831	1.166	433.425	
1.79447	1.166	433.43	
1.66825	1.166	433.435	
1.50206	1.166	433.44	
1.61987	1.166	433.445	
1.78185	1.166	433.45	
1.61776	1.166	433.455	
1.41791	1.166	433.46	
1.54203	1.166	433.465	
1.72295	1.166	433.47	
1.61145	1.166	433.475	
1.44946	1.166	433.48	
1.58621	1.166	433.485	
1.76292	1.166	433.49	
1.6367	1.166	433.495	
1.47681	1.166	433.5	
1.60304	1.165	433.505	
1.74188	1.165	433.51	
1.60304	1.165	433.515	
1.42632	1.165	433.52	
1.59883	1.165	433.525	
1.79658	1.165	433.53	
1.65773	1.165	433.535	
1.47681	1.165	433.54	
1.59673	1.165	433.545	
1.76923	1.165	433.55	
1.62828	1.165	433.555	
1.43053	1.165	433.56	
1.52941	1.165	433.565	
1.69981	1.165	433.57	
1.61145	1.165	433.575	
1.47261	1.165	433.58	
1.56307	1.165	433.585	
1.74188	1.165	433.59	
1.62407	1.165	433.595	
1.44105	1.165	433.6	
1.55044	1.164	433.605	
1.71243	1.164	433.61	
1.56517	1.164	433.615	
1.42001	1.164	433.62	
1.57358	1.164	433.625	
1.75871	1.164	433.63	
1.6388	1.164	433.635	
1.4684	1.164	433.64	
1.55465	1.164	433.645	
1.71874	1.164	433.65	
1.61566	1.164	433.655	
1.47471	1.164	433.66	
1.57569	1.164	433.665	
1.75661	1.164	433.67	
1.65984	1.164	433.675	
1.48944	1.164	433.68	
1.59041	1.164	433.685	
1.72505	1.164	433.69	
1.62197	1.164	433.695	
1.4684	1.164	433.7	
1.56096	1.163	433.705	
1.70191	1.163	433.71	
1.57569	1.163	433.715	
1.43474	1.163	433.72	
1.5841	1.163	433.725	
1.75661	1.163	433.73	
1.64301	1.163	433.735	
1.47471	1.163	433.74	
1.5841	1.163	433.745	
1.72926	1.163	433.75	
1.60724	1.163	433.755	
1.48312	1.163	433.76	
1.60093	1.163	433.765	
1.74819	1.163	433.77	
1.66194	1.163	433.775	
1.49364	1.163	433.78	
1.55465	1.163	433.785	
1.65563	1.163	433.79	
1.55675	1.163	433.795	
1.44315	1.163	433.8	
1.55465	1.162	433.805	
1.67456	1.162	433.81	
1.56307	1.162	433.815	
1.42212	1.162	433.82	
1.55255	1.162	433.825	
1.69981	1.162	433.83	
1.57148	1.162	433.835	
1.46629	1.162	433.84	
1.61776	1.162	433.845	
1.77344	1.162	433.85	
1.66615	1.162	433.855	
1.51258	1.162	433.86	
1.58831	1.162	433.865	
1.66615	1.162	433.87	
1.5252	1.162	433.875	
1.40108	1.162	433.88	
1.53782	1.162	433.885	
1.70612	1.162	433.89	
1.62197	1.162	433.895	
1.53361	1.162	433.9	
1.65563	1.161	433.905	
1.73136	1.161	433.91	
1.51258	1.161	433.915	
1.36111	1.161	433.92	
1.49575	1.161	433.925	
1.65353	1.161	433.93	
1.57779	1.161	433.935	
1.50416	1.161	433.94	
1.71453	1.161	433.945	
1.87021	1.161	433.95	
1.69139	1.161	433.955	
1.47471	1.161	433.96	
1.52309	1.161	433.965	
1.59883	1.161	433.97	
1.4684	1.161	433.975	
1.38846	1.161	433.98	
1.5799	1.161	433.985	
1.76923	1.161	433.99	
1.67667	1.161	433.995	
1.54203	1.161	434	
1.62197	1.16	434.005	
1.64721	1.16	434.01	
1.45157	1.16	434.015	
1.32114	1.16	434.02	
1.55675	1.16	434.025	
1.77344	1.16	434.03	
1.68298	1.16	434.035	
1.56096	1.16	434.04	
1.68298	1.16	434.045	
1.76082	1.16	434.05	
1.55255	1.16	434.055	
1.359	1.16	434.06	
1.50206	1.16	434.065	
1.64932	1.16	434.07	
1.5799	1.16	434.075	
1.49995	1.16	434.08	
1.67456	1.16	434.085	
1.83655	1.16	434.09	
1.67667	1.16	434.095	
1.48312	1.16	434.1	
1.56096	1.159	434.105	
1.62828	1.159	434.11	
1.44315	1.159	434.115	
1.3548	1.159	434.12	
1.56938	1.159	434.125	
1.77344	1.159	434.13	
1.6388	1.159	434.135	
1.49364	1.159	434.14	
1.60514	1.159	434.145	
1.69139	1.159	434.15	
1.52309	1.159	434.155	
1.38425	1.159	434.16	
1.52941	1.159	434.165	
1.72505	1.159	434.17	
1.6409	1.159	434.175	
1.51468	1.159	434.18	
1.61145	1.159	434.185	
1.72505	1.159	434.19	
1.55886	1.159	434.195	
1.40529	1.159	434.2	
1.52099	1.158	434.205	
1.65984	1.158	434.21	
1.53782	1.158	434.215	
1.45367	1.158	434.22	
1.63249	1.158	434.225	
1.77344	1.158	434.23	
1.58831	1.158	434.235	
1.4116	1.158	434.24	
1.53782	1.158	434.245	
1.65984	1.158	434.25	
1.53992	1.158	434.255	
1.45578	1.158	434.26	
1.65563	1.158	434.265	
1.8071	1.158	434.27	
1.64932	1.158	434.275	
1.4684	1.158	434.28	
1.55675	1.158	434.285	
1.62618	1.158	434.29	
1.48102	1.158	434.295	
1.36742	1.158	434.3	
1.51678	1.157	434.305	
1.6977	1.157	434.31	
1.58831	1.157	434.315	
1.48312	1.157	434.32	
1.6409	1.157	434.325	
1.73767	1.157	434.33	
1.55044	1.157	434.335	
1.37163	1.157	434.34	
1.52309	1.157	434.345	
1.69981	1.157	434.35	
1.582	1.157	434.355	
1.47892	1.157	434.36	
1.65984	1.157	434.365	
1.79658	1.157	434.37	
1.59462	1.157	434.375	
1.4116	1.157	434.38	
1.51889	1.157	434.385	
1.64301	1.157	434.39	
1.55255	1.157	434.395	
1.44946	1.157	434.4	
1.61145	1.156	434.405	
1.74609	1.156	434.41	
1.59252	1.156	434.415	
1.42212	1.156	434.42	
1.54624	1.156	434.425	
1.69981	1.156	434.43	
1.53151	1.156	434.435	
1.39266	1.156	434.44	
1.55886	1.156	434.445	
1.76713	1.156	434.45	
1.64511	1.156	434.455	
1.50837	1.156	434.46	
1.63459	1.156	434.465	
1.75871	1.156	434.47	
1.57779	1.156	434.475	
1.4158	1.156	434.48	
1.53992	1.156	434.485	
1.69139	1.156	434.49	
1.61145	1.156	434.495	
1.49785	1.156	434.5	
1.65563	1.155	434.505	
1.76502	1.155	434.51	
1.56096	1.155	434.515	
1.35059	1.155	434.52	
1.50206	1.155	434.525	
1.67036	1.155	434.53	
1.53992	1.155	434.535	
1.42001	1.155	434.54	
1.57358	1.155	434.545	
1.75661	1.155	434.55	
1.58621	1.155	434.555	
1.39687	1.155	434.56	
1.5273	1.155	434.565	
1.67456	1.155	434.57	
1.59462	1.155	434.575	
1.4705	1.155	434.58	
1.63459	1.155	434.585	
1.77133	1.155	434.59	
1.67246	1.155	434.595	
1.48733	1.155	434.6	
1.57148	1.154	434.605	
1.69139	1.154	434.61	
1.48733	1.154	434.615	
1.33586	1.154	434.62	
1.49364	1.154	434.625	
1.71243	1.154	434.63	
1.62618	1.154	434.635	
1.4684	1.154	434.64	
1.62197	1.154	434.645	
1.78185	1.154	434.65	
1.63038	1.154	434.655	
1.43053	1.154	434.66	
1.53572	1.154	434.665	
1.68087	1.154	434.67	
1.57779	1.154	434.675	
1.43053	1.154	434.68	
1.56307	1.154	434.685	
1.71874	1.154	434.69	
1.62618	1.154	434.695	
1.48733	1.154	434.7	
1.55255	1.153	434.705	
1.67877	1.153	434.71	
1.51678	1.153	434.715	
1.36321	1.153	434.72	
1.53572	1.153	434.725	
1.71874	1.153	434.73	
1.60514	1.153	434.735	
1.45788	1.153	434.74	
1.5799	1.153	434.745	
1.72926	1.153	434.75	
1.59041	1.153	434.755	
1.41791	1.153	434.76	
1.55465	1.153	434.765	
1.70822	1.153	434.77	
1.62407	1.153	434.775	
1.52099	1.153	434.78	
1.61987	1.153	434.785	
1.72505	1.153	434.79	
1.59041	1.153	434.795	
1.42212	1.153	434.8	
1.5252	1.152	434.805	
1.6388	1.152	434.81	
1.53361	1.152	434.815	
1.43474	1.152	434.82	
1.59673	1.152	434.825	
1.76082	1.152	434.83	
1.59041	1.152	434.835	
1.43684	1.152	434.84	
1.51468	1.152	434.845	
1.67246	1.152	434.85	
1.55044	1.152	434.855	
1.45157	1.152	434.86	
1.60093	1.152	434.865	
1.72716	1.152	434.87	
1.59883	1.152	434.875	
1.44315	1.152	434.88	
1.53782	1.152	434.885	
1.64932	1.152	434.89	
1.57358	1.152	434.895	
1.50206	1.152	434.9	
1.62197	1.151	434.905	
1.72716	1.151	434.91	
1.57779	1.151	434.915	
1.42422	1.151	434.92	
1.52309	1.151	434.925	
1.62828	1.151	434.93	
1.50627	1.151	434.935	
1.4158	1.151	434.94	
1.57148	1.151	434.945	
1.70822	1.151	434.95	
1.59883	1.151	434.955	
1.47471	1.151	434.96	
1.58831	1.151	434.965	
1.66825	1.151	434.97	
1.52309	1.151	434.975	
1.40949	1.151	434.98	
1.54203	1.151	434.985	
1.68929	1.151	434.99	
1.59883	1.151	434.995	
1.49995	1.151	435	
1.62828	1.15	435.005	
1.70612	1.15	435.01	
1.53151	1.15	435.015	
1.38425	1.15	435.02	
1.50837	1.15	435.025	
1.6367	1.15	435.03	
1.51468	1.15	435.035	
1.42422	1.15	435.04	
1.56727	1.15	435.045	
1.66825	1.15	435.05	
1.53151	1.15	435.055	
1.43053	1.15	435.06	
1.582	1.15	435.065	
1.70822	1.15	435.07	
1.60514	1.15	435.075	
1.5252	1.15	435.08	
1.66615	1.15	435.085	
1.76292	1.15	435.09	
1.61145	1.15	435.095	
1.48102	1.15	435.1	
1.5841	1.149	435.105	
1.6409	1.149	435.11	
1.45157	1.149	435.115	
1.32745	1.149	435.12	
1.50837	1.149	435.125	
1.64721	1.149	435.13	
1.51468	1.149	435.135	
1.40739	1.149	435.14	
1.56727	1.149	435.145	
1.70191	1.149	435.15	
1.56307	1.149	435.155	
1.43053	1.149	435.16	
1.5799	1.149	435.165	
1.67877	1.149	435.17	
1.55255	1.149	435.175	
1.44736	1.149	435.18	
1.59673	1.149	435.185	
1.71033	1.149	435.19	
1.56938	1.149	435.195	
1.43053	1.149	435.2	
1.53572	1.148	435.205	
1.59673	1.148	435.21	
1.42422	1.148	435.215	
1.32324	1.148	435.22	
1.55044	1.148	435.225	
1.7503	1.148	435.23	
1.60724	1.148	435.235	
1.48733	1.148	435.24	
1.6367	1.148	435.245	
1.72926	1.148	435.25	
1.52309	1.148	435.255	
1.37794	1.148	435.26	
1.55255	1.148	435.265	
1.71664	1.148	435.27	
1.59883	1.148	435.275	
1.47261	1.148	435.28	
1.58831	1.148	435.285	
1.67246	1.148	435.29	
1.49995	1.148	435.295	
1.36321	1.148	435.3	
1.49785	1.147	435.305	
